Date_Time,Module,Action,Status,Exception
06/16/2021 16:51:22,Main,GA Insurance BOT Started,Success
06/16/2021 16:51:23,2_GAInsurance_Setup,Module Started,Success
06/16/2021 16:51:23,2_GAInsurance_Setup, GA Insurance BOT Finished,Success
06/16/2021 16:51:23,Main,2_GAInsurance_Setup Completed,Success
06/16/2021 16:51:23,Main,BOT Start Time: 06/16/2021 16:51:22,Success
06/16/2021 16:51:23,Main,BOT Start Time: 06/17/2021 01:51:22,Success
06/16/2021 16:51:23,3_GAInsurance_Processing,Module Started,Success
06/16/2021 16:51:28,3_GAInsurance_Processing,Api Call Status COde: 401,Success
06/16/2021 16:51:28,3_GAInsurance_Processing,Unable to cast object of type 'Newtonsoft.Json.Linq.JArray' to type 'Newtonsoft.Json.Linq.JObject'.,Success
06/16/2021 16:51:28,3_GAInsurance_Processing,Api Call Status COde to generate Access Token: 200,Success
06/16/2021 16:51:28,3_GAInsurance_Processing,Token Generarted,Success
06/16/2021 16:51:29,3_GAInsurance_Processing,Api Call Status COde: 200,Success
06/16/2021 16:51:29,3_GAInsurance_Processing,Leads Records Fetched through Rest APi,Success
06/16/2021 16:51:29,3_GAInsurance_Processing,Lead Fecthed : 110,Success
06/16/2021 16:51:30,Login_Georgia_AutoInsurance_Portal, Launch URL https://eagent.farmersinsurance.com/PLA/eAgent/Ade/ade?req_page=home#!alerts/critical, Success
06/16/2021 16:51:37,Login_Georgia_AutoInsurance_Portal, Already logged in , Success
06/16/2021 16:51:37,3_GAInsurance_Processing,Item details : {
  "attributes": {
    "type": "Lead",
    "url": "/services/data/v49.0/sobjects/Lead/00Q0m000008HvUGEA0"
  },
  "Id": "00Q0m000008HvUGEA0",
  "Status": "New",
  "LeadSource": "EverQuote",
  "FirstName": "Michael",
  "LastName": "Greene",
  "Phone": "404-660-9029",
  "Email": "lackofzzzzzz@gmail.com",
  "Gender__c": null,
  "D_O_B__c": "1959-11-29",
  "Address": {
    "city": "Duluth",
    "country": "United States",
    "countryCode": "US",
    "geocodeAccuracy": null,
    "latitude": null,
    "longitude": null,
    "postalCode": "30096",
    "state": "Georgia",
    "stateCode": "GA",
    "street": "2487 Landington Way"
  },
  "OwnerId": "0053h000000FSX5AAO",
  "CreatedDate": "2021-06-06T12:28:07+05:30"
},Success
06/16/2021 16:51:37,SalesforceAttemprsSequence,Module SalesforceAttemptsSequence Started,Success
06/16/2021 16:51:37,SalesforceAttemprsSequence,Attempt 1,Success
06/16/2021 16:51:37,SalesforceAttemprsSequence,Api Call Status COde: 401,Success
06/16/2021 16:51:37,SalesforceAttemprsSequence,Creating Salesforce Access ID,Success
06/16/2021 16:51:38,SalesforceAttemprsSequence,Api Call Status COde to generate Access Token: 200,Success
06/16/2021 16:51:38,SalesforceAttemprsSequence,Token Generarted,Success
06/16/2021 16:51:38,SalesforceAttemprsSequence,Attempt 2,Success
06/16/2021 16:51:39,SalesforceAttemprsSequence,Api Call Status COde: 204,Success
06/16/2021 16:51:39,3_GAInsurance_Processing, Sales force updated 10% Completed- Case Picked and bot logs into Farmers  ,Success
06/16/2021 16:51:39,3_GAInsurance_Processing,Api Call Status COde: 200,Success
06/16/2021 16:51:39,3_GAInsurance_Processing,Leads Records Fetched through Rest APi,Success
06/16/2021 16:51:39,3_GAInsurance_Processing,Driver details: Michelle Greene,Michael Greene, 1998-09-06,1959-11-29, Female,Male, ,Success
06/16/2021 16:51:40,3_GAInsurance_Processing,Api Call Status COde: 200,Success
06/16/2021 16:51:40,3_GAInsurance_Processing,Leads Records Fetched through Rest APi,Success
06/16/2021 16:51:40,3_GAInsurance_Processing, Vechicle details: 1HGCP2F3*BA******::2011:HONDA:ACCORD,1HGCP2F3*BA******::2011:HONDA:ACCORD,1HGCP2F7*CA******::2012:HONDA:ACCORD, ,Success
06/16/2021 16:51:43,4.1_Georgia_Farmer_AutoLaunch Farmer Auto link from Start Quote,Success
06/16/2021 16:51:53,4.1_Georgia_Farmer_AutoQuote window status True ,Success
06/16/2021 16:52:01,SalesforceAttemprsSequence,Module SalesforceAttemptsSequence Started,Success
06/16/2021 16:52:01,SalesforceAttemprsSequence,Attempt 1,Success
06/16/2021 16:52:02,SalesforceAttemprsSequence,Api Call Status COde: 401,Success
06/16/2021 16:52:02,SalesforceAttemprsSequence,Creating Salesforce Access ID,Success
06/16/2021 16:52:02,SalesforceAttemprsSequence,Api Call Status COde to generate Access Token: 200,Success
06/16/2021 16:52:02,SalesforceAttemprsSequence,Token Generarted,Success
06/16/2021 16:52:02,SalesforceAttemprsSequence,Attempt 2,Success
06/16/2021 16:52:03,SalesforceAttemprsSequence,Api Call Status COde: 204,Success
06/16/2021 16:52:03,4.1_Georgia_Farmer_Auto, Sales force updated 20% Completed- Personal Details Filled  ,Success
06/16/2021 16:52:04,4.1_Georgia_Farmer_Auto, Quote window details filled  ,Success
06/16/2021 16:52:05,4.1_Georgia_Farmer_Auto, Clicked on continue ,Success
06/16/2021 16:52:09,4.1_Georgia_Farmer_Auto, Element exist for additional window True ,Success
06/16/2021 16:52:40,4.1_Georgia_Farmer_Auto, Element exist for Birstol west pop up  False ,Success
06/16/2021 16:52:40,4.1_Georgia_Farmer_Auto, Element exist for Driver page True ,Success
06/16/2021 16:52:40,4.1_Georgia_Farmer_Auto, Driver details : Michelle Greene,Michael Greene, 1998-09-06,1959-11-29, Female,Male, ,Success
06/16/2021 16:52:40,4.1_Georgia_Farmer_Auto, Driver Name Michelle Greene counter 1 Get Name MICHAEL ,Success
06/16/2021 16:52:43,4.1_Georgia_Farmer_Auto, Driver not match  ,Success
06/16/2021 16:52:44,4.1_Georgia_Farmer_Auto, Driver Name Michelle Greene counter 2 Get Name MATTHEW ,Success
06/16/2021 16:52:47,4.1_Georgia_Farmer_Auto, Driver not match  ,Success
06/16/2021 16:52:47,4.1_Georgia_Farmer_Auto, Driver Name Michelle Greene counter 3 Get Name LISA ,Success
06/16/2021 16:52:48,4.1_Georgia_Farmer_Auto, Driver not match  ,Success
06/16/2021 16:52:48,4.1_Georgia_Farmer_Auto, Driver Name Michelle Greene counter 4 Get Name MICHELLE ,Success
06/16/2021 16:52:48,4.1_Georgia_Farmer_Auto, Driver match  ,Success
06/16/2021 16:52:51,4.1_Georgia_Farmer_Auto, Driver Name Michelle Greene counter 5 Get Name DANIELLE ,Success
06/16/2021 16:52:51,4.1_Georgia_Farmer_Auto, Driver not matchMichelle  ,Success
06/16/2021 16:52:54,4.1_Georgia_Farmer_Auto, Driver Name Michelle Greene counter 6 Get Name  ,Success
06/16/2021 16:52:55,4.1_Georgia_Farmer_Auto, Driver Name Michael Greene counter 1 Get Name MICHAEL ,Success
06/16/2021 16:52:55,4.1_Georgia_Farmer_Auto, Driver matchMichelle  ,Success
06/16/2021 16:52:57,4.1_Georgia_Farmer_Auto, Driver Name Michael Greene counter 2 Get Name MATTHEW ,Success
06/16/2021 16:53:01,4.1_Georgia_Farmer_Auto, Driver not matchMichael  ,Success
